PARK ID,PARK NAME,FULL ADDRESS,CITY,STATE,ZIP CODE,CLASSIFICATION,WEBSITE,ACREAGE,AIRGUN RANGE,AIRNASIUM,ARCHERY  RANGE,BASKETBALL INDOOR,BASKETBALL OUTDOOR,BIKE REPAIR STATION,BIRD WATCHING WILDLIFE VIEWING,BLUEWAY TRAILHEAD,BMX TRACK,CANOE KAYAK LAUNCH,CRICKET PITCH,CROQUET COURT,DISC GOLF,DOG PARK,EQUESTRIAN,FISHING ACCESS,FITNESS CENTER,FITNESS STATION OUTDOOR,GARDEN ABORETUM,GOLF COURSE 9 HOLE,GOLF COURSE 18 HOLE,GREENWAY TRAILHEAD,MOUNTAIN BIKE TRAIL,MULTI-PURPOSE BALL FIELD,NATURE TRAIL,PAVILION,PLAYGOUND,PRIMITIVE TRAIL,RECREATION CENTER,RUGBY FIELD,RV PARK,SAND VOLLEYBALL,SHUFFLEBOARD,SKATE PARK,SOCCER FIELD,SPLASH PAD,STADIUM,SWIMMING POOL,TENNIS CENTER,TENNIS COURT,VELODROME,WALKING LOOP OUTDOOR,WALKING TRACK INDOOR,GEOLOCATION
DCHSS,DUCHESS DRIVE PARK,1701 DUCHESS DR,BATON ROUGE,LOUISIANA,70815,Neighborhood,http://www.brec.org/index.cfm/park/DuchessDrive,20.78,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.040649 30.468875)
CHRCH,CHURCH STREET PARK,3210 CHURCH ST,ZACHARY,LOUISIANA,70791,Neighborhood,http://www.brec.org/index.cfm/park/ChurchStreet,7.08,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.169715 30.651721)
BRBSC,BURBANK PARK,12400 BURBANK DR,BATON ROUGE,LOUISIANA,70810,Special Facility,http://www.brec.org/index.cfm/park/BurbankSoccerComplex,247.84,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.094308 30.348275)
ZCHCP,ZACHARY COMMUNITY PARK,20055 OLD SCENIC HWY,ZACHARY,LOUISIANA,70791,Community,https://www.brec.org/index.cfm/park/ZacharyCommunityPark,58.28,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,YES,NO,YES,NO,YES,NO,NO,NO,NO,NO,YES,NO,POINT (-91.193084 30.649828)
SCTVL,SCOTLANDVILLE PARKWAY,3200 HARDING BLVD,BATON ROUGE,LOUISIANA,70807,Neighborhood,http://www.brec.org/index.cfm/park/ScotlandvilleParkway,109.80,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,POINT (-91.158377 30.521289)
RVRBN,RIVERBEND PARK,5800 RIVERBEND LAKES DR,BATON ROUGE,LOUISIANA,70820,Neighborhood,http://www.brec.org/index.cfm/park/Riverbend,15.00,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,POINT (-91.202346 30.385852)
CRPPW,CORPORATE PARKWAY,333 E GRANT ST,BATON ROUGE,LOUISIANA,70802,Neighborhood,http://www.brec.org/index.cfm/park/CorporateParkway,0.05,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.177956 30.423117)
MPLWD,MAPLEWOOD DRIVE PARK,7950 MAPLEWOOD DR,BATON ROUGE,LOUISIANA,70812,Neighborhood,http://www.brec.org/index.cfm/park/Maplewood,11.20,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,POINT (-91.112059 30.507701)
DOVER,DOVER STREET PARK,7300 DOVER ST,BATON ROUGE,LOUISIANA,70812,Neighborhood,http://www.brec.org/index.cfm/park/DoverStreet,4.00,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,POINT (-91.116978 30.49948)
GAYSA,GAYOSA STREET PARK,2129 GAYOSA ST,BATON ROUGE,LOUISIANA,70802,Neighborhood,http://www.brec.org/index.cfm/park/Gayosa,0.33,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.166618 30.454205)
RLLNS,ROLLINS ROAD PARK,5794 ROLLINS RD,ZACHARY,LOUISIANA,70791,Neighborhood,http://www.brec.org/index.cfm/park/RollinsRoad,10.46,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.157363 30.659091)
SVNTH,SEVENTH STREET PARK,639 N 7TH ST,BATON ROUGE,LOUISIANA,70802,Neighborhood,http://www.brec.org/index.cfm/park/SeventhStreet,0.30,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.183575 30.453498)
SDYCK,SANDY CREEK COMMUNITY PARK,21572 CARSON RD,GREENWELL SPRINGS,LOUISIANA,70739,Community,http://www.brec.org/index.cfm/park/SandyCreek,386.33,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-90.960714 30.668811)
TRYNT,THIRTY-NINTH STREET PARK,3451 39TH ST,ZACHARY,LOUISIANA,70791,Neighborhood,http://www.brec.org/index.cfm/park/ThirtyNinthStreet,12.00,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,POINT (-91.1657 30.638857)
PRIDE,PRIDE PARK,16440 PORT HUDSON-PRIDE RD,PRIDE,LOUISIANA,70770,Neighborhood,http://www.brec.org/index.cfm/park/Pride,10.15,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,POINT (-90.98622 30.694486)
RLYRS,RAILEY ROSHTO PARK,11207 NORWAY PINE DR,GREENWELL SPRINGS,LOUISIANA,70739,Neighborhood,http://www.brec.org/index.cfm/park/RaileyRoshto,13.44,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.002268 30.553132)
ALAST,ALASKA STREET PARK,3014 ALASKA ST,BATON ROUGE,LOUISIANA,70802,Neighborhood,http://www.brec.org/index.cfm/park/AlaskaStreet,2.74,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.184234 30.420778)
CLFTS,"CLIFFORD T. SEYMOUR, SR. PARK",12000 SCOTLAND-ZACHARY HWY,BATON ROUGE,LOUISIANA,70807,Neighborhood,http://www.brec.org/index.cfm/park/CliffordTSeymour,18.31,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JFHWY,JEFFERSON HIGHWAY PARK,8133 JEFFERSON HWY,BATON ROUGE,LOUISIANA,70809,Neighborhood,http://www.brec.org/index.cfm/park/JeffersonHighway,5.00,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,POINT (-91.102789 30.422874)
TSCRA,TUSCARORA STREET PARK,4200 TUSCARORA ST,BATON ROUGE,LOUISIANA,70805,Neighborhood,http://www.brec.org/index.cfm/park/TuscaroraStreet,0.30,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.165304 30.488105)
TRRCE,TERRACE STREET PARK,701 TERRACE ST,BATON ROUGE,LOUISIANA,70802,Neighborhood,http://www.brec.org/index.cfm/park/TerraceStreet,0.50,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.183111 30.436234)
GODWD,GOODWOOD PARK,6025 SEVENOAKS AVE,BATON ROUGE,LOUISIANA,70806,Neighborhood,http://www.brec.org/index.cfm/park/Goodwood,5.56,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,POINT (-91.129288 30.443276)
SHARP,SHARP ROAD PARK,501 SHARP RD,BATON ROUGE,LOUISIANA,70815,Neighborhood,http://www.brec.org/index.cfm/park/SharpRoad,12.12,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,POINT (-91.07049 30.449757)
HMLTN,HAMILTON AVENUE PARK,16200 HAMILTON AVE,BATON ROUGE,LOUISIANA,70819,Neighborhood,http://www.brec.org/index.cfm/park/HamiltonAvenue,25.00,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.007306 30.481677)
BNBRG,BEN BURGE PARK,9350 ANTIGUA DR,BATON ROUGE,LOUISIANA,70810,Neighborhood,http://www.brec.org/index.cfm/park/BenBurge,18.50,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.125847 30.346769)
ARHWY,AIRLINE HIGHWAY PARK,16072 AIRLINE HWY,BATON ROUGE,LOUISIANA,70817,Special Facility,http://www.brec.org/index.cfm/park/AirlineHighway,133.36,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.000131 30.351631)
BLBRY,BLUEBERRY STREET PARK,6050 BLUEBERRY ST,BATON ROUGE,LOUISIANA,70806,Neighborhood,http://www.brec.org/index.cfm/park/BlueberryStreet,2.18,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.128354 30.466471)
CMTRV,COMITE RIVER CONSERVATION AREA,8900 HOOPER RD,BATON ROUGE,LOUISIANA,70811,Conservation,http://www.brec.org/index.cfm/park/Comite,100.40,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.095856 30.530708)
CNVNT,CONVENTION STREET PARK,717 CONVENTION ST,BATON ROUGE,LOUISIANA,70801,Neighborhood,http://www.brec.org/index.cfm/park/ConventionStreet,0.73,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.183613 30.448377)
BLWTR,BLACKWATER CONSERVATION AREA,9385 BLACKWATER RD,BAKER,LOUISIANA,70714,Conservation,http://www.brec.org/index.cfm/park/BlackwaterConservationArea,57.48,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,POINT (-91.086841 30.534655)
WRNOW,WARREN WATSON FAM MEMORIAL PK,2700 TROTTER DR,BAKER,LOUISIANA,70714,Neighborhood,http://www.brec.org/index.cfm/park/WarrenOWatson,14.01,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.153264 30.604583)
BVRCK,BEAVER CREEK PARK,22600 BEAVER CREEK BLVD,ZACHARY,LOUISIANA,70791,Golf Course,http://www.brec.org/index.cfm/park/BeaverCreek,200.00,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,
WRAYP,WRAY NATURE RESERVE,9801 RIDGEWOOD DR,BATON ROUGE,LOUISIANA,70814,Conservation,http://www.brec.org/index.cfm/park/Wray,47.38,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.078672 30.492974)
MNCHC,BAYOU MANCHAC PARK,19010 JEFFERSON HWY,BATON ROUGE,LOUISIANA,70817,Neighborhood,http://www.brec.org/index.cfm/park/Manchac,54.06,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,POINT (-90.986201 30.347861)
ALXST,ALEXANDER STREET PARK,6000 ALEXANDER AVE,BATON ROUGE,LOUISIANA,70805,Neighborhood,http://www.brec.org/index.cfm/park/AlexanderStreet,8.83,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.1615 30.504104)
ESTRN,ERICH AND LEA STERNBERG PARK,8715 ROUND OAK DR,BATON ROUGE,LOUISIANA,70817,Neighborhood,http://www.brec.org/index.cfm/park/ErichSternberg,26.09,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,POINT (-90.999459 30.370427)
LNGFL,LONGFELLOW PARK,5201 LONGFELLOW DR,BATON ROUGE,LOUISIANA,70805,Neighborhood,http://www.brec.org/index.cfm/park/Longfellow,10.91,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.157484 30.497594)
FRTYE,FORTY-EIGHTH STREET PARK,628 N 48TH ST,BATON ROUGE,LOUISIANA,70806,Neighborhood,http://www.brec.org/index.cfm/park/FortyEigthStreet,2.55,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.141501 30.455139)
CRTPL,CORTANA PLACE PARK,1901 OAK VILLA BLVD,BATON ROUGE,LOUISIANA,70815,Neighborhood,,12.00,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.089022 30.465927)
TMSAM,THOMAS MAHER PARK,8200 OAK VIEW DR,BATON ROUGE,LOUISIANA,70814,Neighborhood,http://www.brec.org/index.cfm/park/ThomasMaher,5.43,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,POINT (-91.103941 30.484425)
MJLAN,MARY J. LANDS PARK,802 N 30TH ST,BATON ROUGE,LOUISIANA,70802,Neighborhood,http://www.brec.org/index.cfm/park/MaryJLands,3.50,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,POINT (-91.158713 30.456659)
WDLNA,WOODLAWN ACRES AVENUE PARK,16600 WOODLAWN ACRES AVE,BATON ROUGE,LOUISIANA,70817,Neighborhood,http://www.brec.org/index.cfm/park/WoodlawnAcres,28.70,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-90.999547 30.383674)
GRNWD,GREENWOOD COMMUNITY PARK,3601 THOMAS RD,BAKER,LOUISIANA,70714,Special Facility,http://www.brec.org/index.cfm/park/GreenwoodCommunityPark,658.85,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,YES,YES,NO,YES,NO,YES,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,YES,NO,POINT (-91.156440793 30.558952146)
LFTHL,LAFITTE HILL PARK,618 JEAN LAFITTE AVE,BATON ROUGE,LOUISIANA,70810,Neighborhood,https://www.brec.org/index.cfm/park/LafitteHill,2.26,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.06240626899995 30.34502053600005)
FRNTN,FRENCHTOWN CONSERVATION AREA,17819 FRENCHTOWN RD,BATON ROUGE,LOUISIANA,70819,Conservation,http://www.brec.org/index.cfm/park/FrenchtownRoadConservationArea,497.99,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-90.981146652 30.473029046)
GRNWD,GREENWOOD COMMUNITY PARK,2301 THOMAS RD,BAKER,LOUISIANA,70714,Golf Course,http://www.brec.org/index.cfm/park/GreenwoodCommunityPark,658.85,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,YES,YES,NO,YES,NO,YES,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,YES,NO,POINT (-91.170829288 30.560694407)
